date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:14:53	64101/64101	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Jun%202024%2005:26:14%20GMT	https://doccure.dreamstechnologies.com/html/template/index.html	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/index.html	(from )
15:14:54	241/241	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Aug%202024%2009:44:54%20GMT	https://doccure.dreamstechnologies.com/robots.txt		(from )
15:14:54	57327/57327	---M--	200	added ('OK')	image/jpeg	etag:%22dfef-61b9c0510ee4e%22	https://doccure.dreamstechnologies.com/html/template/assets/img/preview-banner.jpg	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/img/preview-banner.jpg	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:54	416/416	---M--	200	added ('OK')	image/png	etag:%221a0-61b9c050a56c9%22	https://doccure.dreamstechnologies.com/html/template/assets/img/favicon.png	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/img/favicon.png	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:55	232803/232803	---M-Z	200	added ('OK')	text/css	etag:%2238d63-61b9c05027723-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/css/bootstrap.min.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:55	80888/80888	---M-Z	200	added ('OK')	text/css	etag:%2213bf8-61b9c0513ebf0-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/plugins/fontawesome/css/fontawesome.min.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/plugins/fontawesome/css/fontawesome.min.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:55	103009/103009	---M-Z	200	added ('OK')	text/css	etag:%2219261-61b9c0513ebf0-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/plugins/fontawesome/css/all.min.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/plugins/fontawesome/css/all.min.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:56	11456/11456	---MCZ	200	added ('OK')	text/css	etag:W/%22344f-61b9c05029663-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/css/feather.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/css/feather.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:56	7785/7785	---M-Z	200	added ('OK')	text/css	etag:%221e69-61b9c05027723-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/css/bootstrap-datetimepicker.min.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/css/bootstrap-datetimepicker.min.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
15:14:57	3351/3351	---M-Z	200	added ('OK')	text/css	etag:%22d17-61b9c05029663-gzip%22	https://doccure.dreamstechnologies.com/html/template/assets/css/owl.carousel.min.css	C:/My%20Web%20Sites/dr1/doccure.dreamstechnologies.com/html/template/assets/css/owl.carousel.min.css	(from https://doccure.dreamstechnologies.com/html/template/index.html)
